Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein
BFO12828,Bovine coronavirus,GenBank,,LC829613,BCoV/bovine/Chiba/18-1/2021,Betacoronavirus 1,137,spike glycoprotein
BFO12829,Bovine coronavirus,GenBank,,LC829614,BCoV/bovine/Chiba/18-2/2021,Betacoronavirus 1,137,spike glycoprotein
BFO12830,Bovine coronavirus,GenBank,,LC829615,BCoV/bovine/Chiba/18-3/2021,Betacoronavirus 1,137,spike glycoprotein
BFO12831,Bovine coronavirus,GenBank,,LC829616,BCoV/bovine/Chiba/18-4/2021,Betacoronavirus 1,137,spike glycoprotein
BFO12832,Bovine coronavirus,GenBank,,LC829617,BCoV/bovine/Chiba/18-5/2021,Betacoronavirus 1,137,spike glycoprotein
BFO12833,Bovine coronavirus,GenBank,,LC829618,BCoV/bovine/Chiba/18-6/2021,Betacoronavirus 1,137,spike glycoprotein
BFO12834,Bovine coronavirus,GenBank,,LC829619,BCoV/bovine/Chiba/18-7/2021,Betacoronavirus 1,137,spike glycoprotein
BFO12835,Bovine coronavirus,GenBank,,LC829620,BCoV/bovine/Chiba/18-8/2021,Betacoronavirus 1,137,spike glycoprotein
BFO12836,Bovine coronavirus,GenBank,,LC829621,BCoV/bovine/Chiba/18-9/2021,Betacoronavirus 1,137,spike glycoprotein
BFO12837,Bovine coronavirus,GenBank,,LC829622,BCoV/bovine/Chiba/22-5/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12838,Bovine coronavirus,GenBank,,LC829623,BCoV/bovine/Chiba/23-4/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12839,Bovine coronavirus,GenBank,,LC829624,BCoV/bovine/Chiba/24-1/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12840,Bovine coronavirus,GenBank,,LC829625,BCoV/bovine/Chiba/24-2/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12841,Bovine coronavirus,GenBank,,LC829626,BCoV/bovine/Chiba/24-3/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12842,Bovine coronavirus,GenBank,,LC829627,BCoV/bovine/Chiba/24-4/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12843,Bovine coronavirus,GenBank,,LC829628,BCoV/bovine/Chiba/25-1/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12844,Bovine coronavirus,GenBank,,LC829629,BCoV/bovine/Chiba/25-2/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12845,Bovine coronavirus,GenBank,,LC829630,BCoV/bovine/Chiba/25-3/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12846,Bovine coronavirus,GenBank,,LC829631,BCoV/bovine/Chiba/25-4/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12847,Bovine coronavirus,GenBank,,LC829632,BCoV/bovine/Chiba/25-5/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12848,Bovine coronavirus,GenBank,,LC829633,BCoV/bovine/Chiba/25-6/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12849,Bovine coronavirus,GenBank,,LC829634,BCoV/bovine/Chiba/25-7/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12850,Bovine coronavirus,GenBank,,LC829635,BCoV/bovine/Chiba/26-1/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12851,Bovine coronavirus,GenBank,,LC829636,BCoV/bovine/Chiba/26-2/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12852,Bovine coronavirus,GenBank,,LC829637,BCoV/bovine/Chiba/26-3/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12853,Bovine coronavirus,GenBank,,LC829638,BCoV/bovine/Chiba/26-4/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12854,Bovine coronavirus,GenBank,,LC829639,BCoV/bovine/Chiba/26-5/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12855,Bovine coronavirus,GenBank,,LC829640,BCoV/bovine/Chiba/26-6/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12856,Bovine coronavirus,GenBank,,LC829641,BCoV/bovine/Chiba/26-7/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12857,Bovine coronavirus,GenBank,,LC829642,BCoV/bovine/Chiba/27-1/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12858,Bovine coronavirus,GenBank,,LC829643,BCoV/bovine/Chiba/27-2/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12859,Bovine coronavirus,GenBank,,LC829644,BCoV/bovine/Chiba/27-3/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12860,Bovine coronavirus,GenBank,,LC829645,BCoV/bovine/Chiba/27-4/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12861,Bovine coronavirus,GenBank,,LC829646,BCoV/bovine/Chiba/27-5/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12862,Bovine coronavirus,GenBank,,LC829647,BCoV/bovine/Chiba/27-6/2022,Betacoronavirus 1,137,spike glycoprotein
BFO12863,Bovine coronavirus,GenBank,,LC829648,BCoV/bovine/Chiba/27-8/2022,Betacoronavirus 1,137,spike glycoprotein
WMQ58495,Bovine coronavirus,GenBank,,OR502440,BC8,Betacoronavirus 1,7094,ORF1ab
WMQ58496,Bovine coronavirus,GenBank,,OR502440,BC8,Betacoronavirus 1,278,32 kDa protein
WMQ58497,Bovine coronavirus,GenBank,,OR502440,BC8,Betacoronavirus 1,424,HE
WMQ58498,Bovine coronavirus,GenBank,,OR502440,BC8,Betacoronavirus 1,29,4.9 kDa protein
WMQ58499,Bovine coronavirus,GenBank,,OR502440,BC8,Betacoronavirus 1,41,4.8 kDa protein
WMQ58500,Bovine coronavirus,GenBank,,OR502440,BC8,Betacoronavirus 1,109,12.7 kDa protein
WMQ58501,Bovine coronavirus,GenBank,,OR502440,BC8,Betacoronavirus 1,84,E
WMQ58502,Bovine coronavirus,GenBank,,OR502440,BC8,Betacoronavirus 1,230,M
WMQ58503,Bovine coronavirus,GenBank,,OR502440,BC8,Betacoronavirus 1,448,N
WMQ58504,Bovine coronavirus,GenBank,,OR502440,BC8,Betacoronavirus 1,1363,S
WMQ58505,Bovine coronavirus,GenBank,,OR502440,BC8,Betacoronavirus 1,4383,ORF1a
WMQ58506,Bovine coronavirus,GenBank,,OR502441,BC9,Betacoronavirus 1,7094,ORF1ab
WMQ58507,Bovine coronavirus,GenBank,,OR502441,BC9,Betacoronavirus 1,278,32 kDa protein
WMQ58508,Bovine coronavirus,GenBank,,OR502441,BC9,Betacoronavirus 1,424,HE
WMQ58509,Bovine coronavirus,GenBank,,OR502441,BC9,Betacoronavirus 1,29,4.9 kDa protein
WMQ58510,Bovine coronavirus,GenBank,,OR502441,BC9,Betacoronavirus 1,41,4.8 kDa protein
WMQ58511,Bovine coronavirus,GenBank,,OR502441,BC9,Betacoronavirus 1,109,12.7 kDa protein
WMQ58512,Bovine coronavirus,GenBank,,OR502441,BC9,Betacoronavirus 1,84,E
WMQ58513,Bovine coronavirus,GenBank,,OR502441,BC9,Betacoronavirus 1,230,M
WMQ58514,Bovine coronavirus,GenBank,,OR502441,BC9,Betacoronavirus 1,448,N
WMQ58515,Bovine coronavirus,GenBank,,OR502441,BC9,Betacoronavirus 1,1363,S
WMQ58516,Bovine coronavirus,GenBank,,OR502441,BC9,Betacoronavirus 1,4383,ORF1a
WMQ58517,Bovine coronavirus,GenBank,,OR502442,BC18,Betacoronavirus 1,7094,ORF1ab
WMQ58518,Bovine coronavirus,GenBank,,OR502442,BC18,Betacoronavirus 1,278,32 kDa protein
WMQ58519,Bovine coronavirus,GenBank,,OR502442,BC18,Betacoronavirus 1,424,HE
WMQ58520,Bovine coronavirus,GenBank,,OR502442,BC18,Betacoronavirus 1,29,4.9 kDa protein
WMQ58521,Bovine coronavirus,GenBank,,OR502442,BC18,Betacoronavirus 1,41,4.8 kDa protein
WMQ58522,Bovine coronavirus,GenBank,,OR502442,BC18,Betacoronavirus 1,109,12.7 kDa protein
WMQ58523,Bovine coronavirus,GenBank,,OR502442,BC18,Betacoronavirus 1,84,E
WMQ58524,Bovine coronavirus,GenBank,,OR502442,BC18,Betacoronavirus 1,230,M
WMQ58525,Bovine coronavirus,GenBank,,OR502442,BC18,Betacoronavirus 1,448,N
WMQ58526,Bovine coronavirus,GenBank,,OR502442,BC18,Betacoronavirus 1,1363,S
WMQ58527,Bovine coronavirus,GenBank,,OR502442,BC18,Betacoronavirus 1,4383,ORF1a
WMQ58528,Bovine coronavirus,GenBank,,OR502443,BC39,Betacoronavirus 1,7094,ORF1ab
WMQ58529,Bovine coronavirus,GenBank,,OR502443,BC39,Betacoronavirus 1,278,32 kDa protein
WMQ58530,Bovine coronavirus,GenBank,,OR502443,BC39,Betacoronavirus 1,424,HE
WMQ58531,Bovine coronavirus,GenBank,,OR502443,BC39,Betacoronavirus 1,29,4.9 kDa protein
WMQ58532,Bovine coronavirus,GenBank,,OR502443,BC39,Betacoronavirus 1,41,4.8 kDa protein
WMQ58533,Bovine coronavirus,GenBank,,OR502443,BC39,Betacoronavirus 1,109,12.7 kDa protein
WMQ58534,Bovine coronavirus,GenBank,,OR502443,BC39,Betacoronavirus 1,84,E
WMQ58535,Bovine coronavirus,GenBank,,OR502443,BC39,Betacoronavirus 1,230,M
WMQ58536,Bovine coronavirus,GenBank,,OR502443,BC39,Betacoronavirus 1,448,N
WMQ58537,Bovine coronavirus,GenBank,,OR502443,BC39,Betacoronavirus 1,1363,S
WMQ58538,Bovine coronavirus,GenBank,,OR502443,BC39,Betacoronavirus 1,4383,ORF1a
WMQ58539,Bovine coronavirus,GenBank,,OR502444,BC47,Betacoronavirus 1,7094,ORF1ab
WMQ58540,Bovine coronavirus,GenBank,,OR502444,BC47,Betacoronavirus 1,278,32 kDa protein
WMQ58541,Bovine coronavirus,GenBank,,OR502444,BC47,Betacoronavirus 1,424,HE
WMQ58542,Bovine coronavirus,GenBank,,OR502444,BC47,Betacoronavirus 1,29,4.9 kDa protein
WMQ58543,Bovine coronavirus,GenBank,,OR502444,BC47,Betacoronavirus 1,41,4.8 kDa protein
WMQ58544,Bovine coronavirus,GenBank,,OR502444,BC47,Betacoronavirus 1,109,12.7 kDa protein
WMQ58545,Bovine coronavirus,GenBank,,OR502444,BC47,Betacoronavirus 1,84,E
WMQ58546,Bovine coronavirus,GenBank,,OR502444,BC47,Betacoronavirus 1,230,M
WMQ58547,Bovine coronavirus,GenBank,,OR502444,BC47,Betacoronavirus 1,448,N
WMQ58548,Bovine coronavirus,GenBank,,OR502444,BC47,Betacoronavirus 1,1363,S
WMQ58549,Bovine coronavirus,GenBank,,OR502444,BC47,Betacoronavirus 1,4383,ORF1a
WWA99853,Bovine coronavirus,GenBank,,PP352170,NMG11,Betacoronavirus 1,7094,ORF1ab
WWA99854,Bovine coronavirus,GenBank,,PP352170,NMG11,Betacoronavirus 1,4383,ORF1a polyprotein
WWA99855,Bovine coronavirus,GenBank,,PP352170,NMG11,Betacoronavirus 1,278,non structural protein 1
WWA99856,Bovine coronavirus,GenBank,,PP352170,NMG11,Betacoronavirus 1,424,Hemagglutinin-esterase protein
WWA99857,Bovine coronavirus,GenBank,,PP352170,NMG11,Betacoronavirus 1,1363,spike protein
WWA99858,Bovine coronavirus,GenBank,,PP352170,NMG11,Betacoronavirus 1,29,non structural protein 2
WWA99859,Bovine coronavirus,GenBank,,PP352170,NMG11,Betacoronavirus 1,36,non structural protein 3
WWA99860,Bovine coronavirus,GenBank,,PP352170,NMG11,Betacoronavirus 1,109,non structural protein 4
WWA99861,Bovine coronavirus,GenBank,,PP352170,NMG11,Betacoronavirus 1,84,envelope protein
WWA99862,Bovine coronavirus,GenBank,,PP352170,NMG11,Betacoronavirus 1,230,membrane protein
WWA99863,Bovine coronavirus,GenBank,,PP352170,NMG11,Betacoronavirus 1,448,nucleocapsid protein
WVH45149,Bovine coronavirus,GenBank,,PP156977,S3_Resp_2023_Albania/1-5715,Betacoronavirus 1,424,hemagglutinin esterase
WVH45150,Bovine coronavirus,GenBank,,PP156977,S3_Resp_2023_Albania/1-5715,Betacoronavirus 1,1363,spike
WVH45151,Bovine coronavirus,GenBank,,PP156978,S9_Healthy_2023_Albania/1-5649,Betacoronavirus 1,424,hemagglutinin esterase
WVH45152,Bovine coronavirus,GenBank,,PP156978,S9_Healthy_2023_Albania/1-5649,Betacoronavirus 1,1363,spike
WVH45153,Bovine coronavirus,GenBank,,PP156979,S19_Healthy_2023_Albania/1-5673,Betacoronavirus 1,424,hemagglutinin esterase
WVH45154,Bovine coronavirus,GenBank,,PP156979,S19_Healthy_2023_Albania/1-5673,Betacoronavirus 1,1363,spike
WVH45155,Bovine coronavirus,GenBank,,PP156980,S51_Resp_2023_Albania/1-5677,Betacoronavirus 1,424,hemagglutinin esterase
WVH45156,Bovine coronavirus,GenBank,,PP156980,S51_Resp_2023_Albania/1-5677,Betacoronavirus 1,1363,spike
WVH45157,Bovine coronavirus,GenBank,,PP156981,S52_Healthy_2023_Albania/1-5709,Betacoronavirus 1,424,hemagglutinin esterase
WVH45158,Bovine coronavirus,GenBank,,PP156981,S52_Healthy_2023_Albania/1-5709,Betacoronavirus 1,1363,spike
WVH45159,Bovine coronavirus,GenBank,,PP156982,S53_Healthy_2023_Albania/1-5671,Betacoronavirus 1,424,hemagglutinin esterase
WVH45160,Bovine coronavirus,GenBank,,PP156982,S53_Healthy_2023_Albania/1-5671,Betacoronavirus 1,1363,spike
WVH45161,Bovine coronavirus,GenBank,,PP156983,S123_HE_S_9m_Resp_221104_Carlow,Betacoronavirus 1,424,hemagglutinin esterase
WVH45162,Bovine coronavirus,GenBank,,PP156983,S123_HE_S_9m_Resp_221104_Carlow,Betacoronavirus 1,1363,spike
WVH45163,Bovine coronavirus,GenBank,,PP156984,S126_HE_pS_6m_Dead_RE_RSV_221214_Cork,Betacoronavirus 1,424,hemagglutinin esterase
WVH45164,Bovine coronavirus,GenBank,,PP156985,S127_HE_S_7m_Dead_Resp_221121_Galway,Betacoronavirus 1,424,hemagglutinin esterase
WVH45165,Bovine coronavirus,GenBank,,PP156985,S127_HE_S_7m_Dead_Resp_221121_Galway,Betacoronavirus 1,1363,spike
WVH45166,Bovine coronavirus,GenBank,,PP156986,S128_HE_S_5w_Resp_RSV_PIV3_221202_Long,Betacoronavirus 1,424,hemagglutinin esterase
WVH45167,Bovine coronavirus,GenBank,,PP156986,S128_HE_S_5w_Resp_RSV_PIV3_221202_Long,Betacoronavirus 1,1363,spike
WVH45168,Bovine coronavirus,GenBank,,PP156987,S129_pHE_S_5m_Resp_RSVPIV3_221026_Car,Betacoronavirus 1,424,hemagglutinin esterase
WVH45169,Bovine coronavirus,GenBank,,PP156987,S129_pHE_S_5m_Resp_RSVPIV3_221026_Car,Betacoronavirus 1,1363,spike
WVH45170,Bovine coronavirus,GenBank,,PP156988,S131_pHE_S_10m_RE_PIV3_221110_Wexford,Betacoronavirus 1,424,hemagglutinin esterase
WVH45171,Bovine coronavirus,GenBank,,PP156988,S131_pHE_S_10m_RE_PIV3_221110_Wexford,Betacoronavirus 1,1363,spike
WVH45172,Bovine coronavirus,GenBank,,PP156989,S133_HE_S_8m_Dead_Resp_221107_Carlow,Betacoronavirus 1,424,hemagglutinin esterase
WVH45173,Bovine coronavirus,GenBank,,PP156989,S133_HE_S_8m_Dead_Resp_221107_Carlow,Betacoronavirus 1,1363,spike
WVH45174,Bovine coronavirus,GenBank,,PP156990,S124_pHE_S_Resp_2yfem_221103_Kilkenny,Betacoronavirus 1,1363,spike
WVH45175,Bovine coronavirus,GenBank,,PP156991,S132_pHE_S_10mFem_Ent_230106_Tipperary,Betacoronavirus 1,1361,spike
WVH45176,Bovine coronavirus,GenBank,,PP156992,S125_HE_pS_8m_RE_PIV3_221206_Kilk,Betacoronavirus 1,424,hemagglutinin esterase
WLD15790,Bovine coronavirus,GenBank,,OR367681,BCoV/HLJ2/CHN/2020,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15791,Bovine coronavirus,GenBank,,OR367682,BCoV/HLJ18/CHN/2020,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15792,Bovine coronavirus,GenBank,,OR367683,BCoV/JS41/CHN/2020,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15793,Bovine coronavirus,GenBank,,OR367684,BCoV/JS50/CHN/2020,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15794,Bovine coronavirus,GenBank,,OR367685,BCoV/JS47/CHN/2020,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15795,Bovine coronavirus,GenBank,,OR367686,BCoV/JS31/CHN/2020,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15796,Bovine coronavirus,GenBank,,OR367687,BCoV/NM30/CHN/2020,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15797,Bovine coronavirus,GenBank,,OR367688,BCoV/NM31/CHN/2020,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15798,Bovine coronavirus,GenBank,,OR367689,BCoV/ShX11/CHN/2020,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15799,Bovine coronavirus,GenBank,,OR367690,BCoV/ShX240/CHN/2020,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15800,Bovine coronavirus,GenBank,,OR367691,BCoV/HeB126/CHN/2021,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15801,Bovine coronavirus,GenBank,,OR367692,BCoV/HeB116/CHN/2021,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15802,Bovine coronavirus,GenBank,,OR367693,BCoV/HeB119/CHN/2021,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15803,Bovine coronavirus,GenBank,,OR367694,BCoV/HeB120/CHN/2021,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15804,Bovine coronavirus,GenBank,,OR367695,BCoV/JS12/CHN/2021,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15805,Bovine coronavirus,GenBank,,OR367696,BCoV/JS21/CHN/2021,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15806,Bovine coronavirus,GenBank,,OR367697,BCoV/NX96/CHN/2021,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15807,Bovine coronavirus,GenBank,,OR367698,BCoV/NX98/CHN/2021,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15808,Bovine coronavirus,GenBank,,OR367699,BCoV/HuN55/CHN/2022,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15809,Bovine coronavirus,GenBank,,OR367700,BCoV/HuN70/CHN/2022,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15810,Bovine coronavirus,GenBank,,OR367701,BCoV/HuN46/CHN/2022,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15811,Bovine coronavirus,GenBank,,OR367702,BCoV/HuN48/CHN/2022,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15812,Bovine coronavirus,GenBank,,OR367703,BCoV/GX7/CHN/2023,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15813,Bovine coronavirus,GenBank,,OR367704,BCoV/NM24/CHN/2023,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15814,Bovine coronavirus,GenBank,,OR367705,BCoV/NX1/CHN/2023,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15815,Bovine coronavirus,GenBank,,OR367706,BCoV/NX8/CHN/2023,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15816,Bovine coronavirus,GenBank,,OR367707,BCoV/NX13/CHN/2023,Betacoronavirus 1,428,hemagglutinin-esterase protein
WLD15817,Bovine coronavirus,GenBank,,OR367708,BCoV/NX32/CHN/2023,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15818,Bovine coronavirus,GenBank,,OR367709,BCoV/SD3/CHN/2023,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15819,Bovine coronavirus,GenBank,,OR367710,BCoV/SD4/CHN/2023,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15820,Bovine coronavirus,GenBank,,OR367711,BCoV/ShX17/CHN/2023,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15821,Bovine coronavirus,GenBank,,OR367712,BCoV/ShX19/CHN/2023,Betacoronavirus 1,423,hemagglutinin-esterase protein
WLD15822,Bovine coronavirus,GenBank,,OR367713,BCoV/XJ4/CHN/2023,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15823,Bovine coronavirus,GenBank,,OR367714,BCoV/XJ20/CHN/2023,Betacoronavirus 1,424,hemagglutinin-esterase protein
WLD15824,Bovine coronavirus,GenBank,,OR367715,BCoV/XJ21/CHN/2023,Betacoronavirus 1,424,hemagglutinin-esterase protein
WUR07932,Bovine coronavirus,GenBank,,PP101629,BCOV/GD-GZ-01/2024,Betacoronavirus 1,4383,ORF1a
WUR07933,Bovine coronavirus,GenBank,,PP101629,BCOV/GD-GZ-01/2024,Betacoronavirus 1,278,NS2
WUR07934,Bovine coronavirus,GenBank,,PP101629,BCOV/GD-GZ-01/2024,Betacoronavirus 1,424,HE
WUR07935,Bovine coronavirus,GenBank,,PP101629,BCOV/GD-GZ-01/2024,Betacoronavirus 1,1363,S
WUR07936,Bovine coronavirus,GenBank,,PP101629,BCOV/GD-GZ-01/2024,Betacoronavirus 1,230,M
WUR07937,Bovine coronavirus,GenBank,,PP101629,BCOV/GD-GZ-01/2024,Betacoronavirus 1,448,N
WUR07938,Bovine coronavirus,GenBank,,PP101629,BCOV/GD-GZ-01/2024,Betacoronavirus 1,7094,ORF1ab
WUR07939,Bovine coronavirus,GenBank,,PP101630,BCOV/GD-GZ-02/2024,Betacoronavirus 1,4383,ORF1a
WUR07940,Bovine coronavirus,GenBank,,PP101630,BCOV/GD-GZ-02/2024,Betacoronavirus 1,278,NS2
WUR07941,Bovine coronavirus,GenBank,,PP101630,BCOV/GD-GZ-02/2024,Betacoronavirus 1,424,HE
WUR07942,Bovine coronavirus,GenBank,,PP101630,BCOV/GD-GZ-02/2024,Betacoronavirus 1,1362,S
WUR07943,Bovine coronavirus,GenBank,,PP101630,BCOV/GD-GZ-02/2024,Betacoronavirus 1,230,M
WUR07944,Bovine coronavirus,GenBank,,PP101630,BCOV/GD-GZ-02/2024,Betacoronavirus 1,448,N
WUR07945,Bovine coronavirus,GenBank,,PP101630,BCOV/GD-GZ-02/2024,Betacoronavirus 1,7094,ORF1ab
WRH07451,Bovine coronavirus,GenBank,,OR947456,BCoV/NX-1/CHN/2022,Betacoronavirus 1,424,hemagglutinin-esterase
WRH07452,Bovine coronavirus,GenBank,,OR947456,BCoV/NX-1/CHN/2022,Betacoronavirus 1,1363,spike protein
WRH07453,Bovine coronavirus,GenBank,,OR947456,BCoV/NX-1/CHN/2022,Betacoronavirus 1,84,envelope protein
WRH07454,Bovine coronavirus,GenBank,,OR947456,BCoV/NX-1/CHN/2022,Betacoronavirus 1,230,membrane protein
WRH07455,Bovine coronavirus,GenBank,,OR947456,BCoV/NX-1/CHN/2022,Betacoronavirus 1,448,nucleocapsid protein
WQA41445,Bovine coronavirus,GenBank,,OR947444,BCoV/HLJ18/CHN/2020,Betacoronavirus 1,1363,spike protein
WQA41446,Bovine coronavirus,GenBank,,OR947445,BCoV/JS41/CHN/2020,Betacoronavirus 1,1363,spike protein
WQA41447,Bovine coronavirus,GenBank,,OR947446,BCoV/NX98/CHN/2021,Betacoronavirus 1,1363,spike protein
WQA41448,Bovine coronavirus,GenBank,,OR947447,BCoV/HUN19/CHN/2022,Betacoronavirus 1,1363,spike protein
WQA41449,Bovine coronavirus,GenBank,,OR947448,BCoV/HUN46/CHN/2022,Betacoronavirus 1,1363,spike protein
WQA41450,Bovine coronavirus,GenBank,,OR947449,BCoV/HUN47/CHN/2022,Betacoronavirus 1,1363,spike protein
WQA41451,Bovine coronavirus,GenBank,,OR947450,BCoV/HUN55/CHN/2022,Betacoronavirus 1,1363,spike protein
WQA41452,Bovine coronavirus,GenBank,,OR947451,BCoV/SD7/CHN/2022,Betacoronavirus 1,1363,spike protein
WQA41453,Bovine coronavirus,GenBank,,OR947452,BCoV/HUN68/CHN/2022,Betacoronavirus 1,1363,spike protein
WQA41454,Bovine coronavirus,GenBank,,OR947453,BCoV/HUN69/CHN/2022,Betacoronavirus 1,1363,spike protein
WQA41455,Bovine coronavirus,GenBank,,OR947454,BCoV/HUN70/CHN/2022,Betacoronavirus 1,1363,spike protein
WQA41456,Bovine coronavirus,GenBank,,OR947455,BCoV/HUN72/CHN/2022,Betacoronavirus 1,1363,spike protein
WPW59432,Bovine coronavirus,GenBank,,OR909655,,Betacoronavirus 1,1363,spike protein
WPW59433,Bovine coronavirus,GenBank,,OR909656,,Betacoronavirus 1,1363,spike protein
WPW59434,Bovine coronavirus,GenBank,,OR909657,,Betacoronavirus 1,1363,spike protein
WPW59435,Bovine coronavirus,GenBank,,OR909658,,Betacoronavirus 1,1363,spike protein
WPW59436,Bovine coronavirus,GenBank,,OR909659,,Betacoronavirus 1,1363,spike protein
WPW59437,Bovine coronavirus,GenBank,,OR909660,,Betacoronavirus 1,1363,spike protein
WPW59438,Bovine coronavirus,GenBank,,OR909661,,Betacoronavirus 1,1363,spike protein
WPW59439,Bovine coronavirus,GenBank,,OR909662,,Betacoronavirus 1,1363,spike protein
WPW59440,Bovine coronavirus,GenBank,,OR909663,,Betacoronavirus 1,1363,spike protein
WPW59441,Bovine coronavirus,GenBank,,OR909664,,Betacoronavirus 1,1363,spike protein
WPW59442,Bovine coronavirus,GenBank,,OR909665,,Betacoronavirus 1,1363,spike protein
WPW59443,Bovine coronavirus,GenBank,,OR909666,,Betacoronavirus 1,1363,spike protein
WOV89639,Bovine coronavirus,GenBank,,OR753439,BCo/YNLP/2023,Betacoronavirus 1,7094,ORF1ab polyprotein
WOV89640,Bovine coronavirus,GenBank,,OR753439,BCo/YNLP/2023,Betacoronavirus 1,4383,ORF1a polyprotein
WOV89641,Bovine coronavirus,GenBank,,OR753439,BCo/YNLP/2023,Betacoronavirus 1,278,NS2 protein
WOV89642,Bovine coronavirus,GenBank,,OR753439,BCo/YNLP/2023,Betacoronavirus 1,424,HE protein
WOV89643,Bovine coronavirus,GenBank,,OR753439,BCo/YNLP/2023,Betacoronavirus 1,1363,S protein
WOV89644,Bovine coronavirus,GenBank,,OR753439,BCo/YNLP/2023,Betacoronavirus 1,29,NS4.9 protein
WOV89645,Bovine coronavirus,GenBank,,OR753439,BCo/YNLP/2023,Betacoronavirus 1,109,NS12.7 protein
WOV89646,Bovine coronavirus,GenBank,,OR753439,BCo/YNLP/2023,Betacoronavirus 1,84,E protein
WOV89647,Bovine coronavirus,GenBank,,OR753439,BCo/YNLP/2023,Betacoronavirus 1,230,M protein
WOV89648,Bovine coronavirus,GenBank,,OR753439,BCo/YNLP/2023,Betacoronavirus 1,445,N protein
WOV89706,Bovine coronavirus,GenBank,,OR750853,BCoV-XJ-SHZ-37,Betacoronavirus 1,4383,polyprotein 1a
