Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein
WEG19651,Canine coronavirus,GenBank,,OQ540914,VuCCoV_191133SY,Alphacoronavirus 1,82,envelope protein
WEG19652,Canine coronavirus,GenBank,,OQ540914,VuCCoV_191133SY,Alphacoronavirus 1,290,membrane protein
WEG19653,Canine coronavirus,GenBank,,OQ540914,VuCCoV_191133SY,Alphacoronavirus 1,382,nucleocapsid protein
WEG19654,Canine coronavirus,GenBank,,OQ540914,VuCCoV_191133SY,Alphacoronavirus 1,101,nonstructural protein 7a
WEG19655,Canine coronavirus,GenBank,,OQ540914,VuCCoV_191133SY,Alphacoronavirus 1,213,nonstructural protein 7b
WEG19656,Canine coronavirus,GenBank,,OQ540915,VuCCoV_191140SY,Alphacoronavirus 1,6684,ORF1ab polyprotein
WEG19657,Canine coronavirus,GenBank,,OQ540915,VuCCoV_191140SY,Alphacoronavirus 1,1458,spike protein
WEG19658,Canine coronavirus,GenBank,,OQ540915,VuCCoV_191140SY,Alphacoronavirus 1,78,nonstructural protein 3a
WEG19659,Canine coronavirus,GenBank,,OQ540915,VuCCoV_191140SY,Alphacoronavirus 1,244,nonstructural protein 3c
WEG19660,Canine coronavirus,GenBank,,OQ540915,VuCCoV_191140SY,Alphacoronavirus 1,82,envelope protein
WEG19661,Canine coronavirus,GenBank,,OQ540915,VuCCoV_191140SY,Alphacoronavirus 1,290,membrane protein
WEG19662,Canine coronavirus,GenBank,,OQ540915,VuCCoV_191140SY,Alphacoronavirus 1,382,nucleocapsid protein
WEG19663,Canine coronavirus,GenBank,,OQ540915,VuCCoV_191140SY,Alphacoronavirus 1,101,nonstructural protein 7a
WEG19664,Canine coronavirus,GenBank,,OQ540915,VuCCoV_191140SY,Alphacoronavirus 1,213,nonstructural protein 7b
WEG19665,Canine coronavirus,GenBank,,OQ540916,VuCCoV_191135SY,Alphacoronavirus 1,6684,ORF1ab polyprotein
WEG19666,Canine coronavirus,GenBank,,OQ540916,VuCCoV_191135SY,Alphacoronavirus 1,1454,spike protein
WEG19667,Canine coronavirus,GenBank,,OQ540916,VuCCoV_191135SY,Alphacoronavirus 1,78,nonstructural protein 3a
WEG19668,Canine coronavirus,GenBank,,OQ540916,VuCCoV_191135SY,Alphacoronavirus 1,244,nonstructural protein 3c
WEG19669,Canine coronavirus,GenBank,,OQ540916,VuCCoV_191135SY,Alphacoronavirus 1,82,envelope protein
WEG19670,Canine coronavirus,GenBank,,OQ540916,VuCCoV_191135SY,Alphacoronavirus 1,290,membrane protein
WEG19671,Canine coronavirus,GenBank,,OQ540916,VuCCoV_191135SY,Alphacoronavirus 1,381,nucleocapsid protein
WEG19672,Canine coronavirus,GenBank,,OQ540916,VuCCoV_191135SY,Alphacoronavirus 1,101,nonstructural protein 7a
WEG19673,Canine coronavirus,GenBank,,OQ540916,VuCCoV_191135SY,Alphacoronavirus 1,213,nonstructural protein 7b
WEG19674,Canine coronavirus,GenBank,,OQ540917,VuCCoV_191120SY,Alphacoronavirus 1,6684,ORF1ab polyprotein
WEG19675,Canine coronavirus,GenBank,,OQ540917,VuCCoV_191120SY,Alphacoronavirus 1,1454,spike protein
WEG19676,Canine coronavirus,GenBank,,OQ540917,VuCCoV_191120SY,Alphacoronavirus 1,207,nonstructural protein 3
WEG19677,Canine coronavirus,GenBank,,OQ540917,VuCCoV_191120SY,Alphacoronavirus 1,78,nonstructural protein 3a
WEG19678,Canine coronavirus,GenBank,,OQ540917,VuCCoV_191120SY,Alphacoronavirus 1,244,nonstructural protein 3c
WEG19679,Canine coronavirus,GenBank,,OQ540917,VuCCoV_191120SY,Alphacoronavirus 1,82,envelope protein
WEG19680,Canine coronavirus,GenBank,,OQ540917,VuCCoV_191120SY,Alphacoronavirus 1,290,membrane protein
WEG19681,Canine coronavirus,GenBank,,OQ540917,VuCCoV_191120SY,Alphacoronavirus 1,382,nucleocapsid protein
WEG19682,Canine coronavirus,GenBank,,OQ540917,VuCCoV_191120SY,Alphacoronavirus 1,101,nonstructural protein 7a
WEG19683,Canine coronavirus,GenBank,,OQ540917,VuCCoV_191120SY,Alphacoronavirus 1,213,nonstructural protein 7b
WEG19684,Canine coronavirus,GenBank,,OQ540918,VuCCoV_191142SY,Alphacoronavirus 1,6684,ORF1ab polyprotein
WEG19685,Canine coronavirus,GenBank,,OQ540918,VuCCoV_191142SY,Alphacoronavirus 1,1454,spike protein
WEG19686,Canine coronavirus,GenBank,,OQ540918,VuCCoV_191142SY,Alphacoronavirus 1,207,nonstructural protein 3
WEG19687,Canine coronavirus,GenBank,,OQ540918,VuCCoV_191142SY,Alphacoronavirus 1,78,nonstructural protein 3a
WEG19688,Canine coronavirus,GenBank,,OQ540918,VuCCoV_191142SY,Alphacoronavirus 1,71,nonstructural protein 3b
WEG19689,Canine coronavirus,GenBank,,OQ540918,VuCCoV_191142SY,Alphacoronavirus 1,244,nonstructural protein 3c
WEG19690,Canine coronavirus,GenBank,,OQ540918,VuCCoV_191142SY,Alphacoronavirus 1,82,envelope protein
WEG19691,Canine coronavirus,GenBank,,OQ540918,VuCCoV_191142SY,Alphacoronavirus 1,290,membrane protein
WEG19692,Canine coronavirus,GenBank,,OQ540918,VuCCoV_191142SY,Alphacoronavirus 1,382,nucleocapsid protein
WEG19693,Canine coronavirus,GenBank,,OQ540918,VuCCoV_191142SY,Alphacoronavirus 1,101,nonstructural protein 7a
WEG19694,Canine coronavirus,GenBank,,OQ540918,VuCCoV_191142SY,Alphacoronavirus 1,213,nonstructural protein 7b
WEG19695,Canine coronavirus,GenBank,,OQ540919,VuCCoV_191110SY,Alphacoronavirus 1,6684,ORF1ab polyprotein
WEG19696,Canine coronavirus,GenBank,,OQ540919,VuCCoV_191110SY,Alphacoronavirus 1,1454,spike protein
WEG19697,Canine coronavirus,GenBank,,OQ540919,VuCCoV_191110SY,Alphacoronavirus 1,78,nonstructural protein 3a
WEG19698,Canine coronavirus,GenBank,,OQ540919,VuCCoV_191110SY,Alphacoronavirus 1,244,nonstructural protein 3c
WEG19699,Canine coronavirus,GenBank,,OQ540919,VuCCoV_191110SY,Alphacoronavirus 1,82,envelope protein
WEG19700,Canine coronavirus,GenBank,,OQ540919,VuCCoV_191110SY,Alphacoronavirus 1,290,membrane protein
WEG19701,Canine coronavirus,GenBank,,OQ540919,VuCCoV_191110SY,Alphacoronavirus 1,382,nucleocapsid protein
WEG19702,Canine coronavirus,GenBank,,OQ540919,VuCCoV_191110SY,Alphacoronavirus 1,101,nonstructural protein 7a
WEG19703,Canine coronavirus,GenBank,,OQ540919,VuCCoV_191110SY,Alphacoronavirus 1,213,nonstructural protein 7b
WEG19704,Canine coronavirus,GenBank,,OQ540920,VuCCoV_191107SY,Alphacoronavirus 1,6684,ORF1ab polyprotein
WEG19705,Canine coronavirus,GenBank,,OQ540920,VuCCoV_191107SY,Alphacoronavirus 1,1454,spike protein
WEG19706,Canine coronavirus,GenBank,,OQ540920,VuCCoV_191107SY,Alphacoronavirus 1,207,nonstructural protein 3
WEG19707,Canine coronavirus,GenBank,,OQ540920,VuCCoV_191107SY,Alphacoronavirus 1,78,nonstructural protein 3a
WEG19708,Canine coronavirus,GenBank,,OQ540920,VuCCoV_191107SY,Alphacoronavirus 1,244,nonstructural protein 3c
WEG19709,Canine coronavirus,GenBank,,OQ540920,VuCCoV_191107SY,Alphacoronavirus 1,82,envelope protein
WEG19710,Canine coronavirus,GenBank,,OQ540920,VuCCoV_191107SY,Alphacoronavirus 1,290,membrane protein
WEG19711,Canine coronavirus,GenBank,,OQ540920,VuCCoV_191107SY,Alphacoronavirus 1,382,nucleocapsid protein
WEG19712,Canine coronavirus,GenBank,,OQ540920,VuCCoV_191107SY,Alphacoronavirus 1,101,nonstructural protein 7a
WEG19713,Canine coronavirus,GenBank,,OQ540920,VuCCoV_191107SY,Alphacoronavirus 1,213,nonstructural protein 7b
WEG19714,Canine coronavirus,GenBank,,OQ540921,VuCCoV_191108SY,Alphacoronavirus 1,6684,ORF1ab polyprotein
WEG19715,Canine coronavirus,GenBank,,OQ540921,VuCCoV_191108SY,Alphacoronavirus 1,1454,spike protein
WEG19716,Canine coronavirus,GenBank,,OQ540921,VuCCoV_191108SY,Alphacoronavirus 1,207,nonstructural protein 3
WEG19717,Canine coronavirus,GenBank,,OQ540921,VuCCoV_191108SY,Alphacoronavirus 1,78,nonstructural protein 3a
WEG19718,Canine coronavirus,GenBank,,OQ540921,VuCCoV_191108SY,Alphacoronavirus 1,244,nonstructural protein 3c
WEG19719,Canine coronavirus,GenBank,,OQ540921,VuCCoV_191108SY,Alphacoronavirus 1,82,envelope protein
WEG19720,Canine coronavirus,GenBank,,OQ540921,VuCCoV_191108SY,Alphacoronavirus 1,290,membrane protein
WEG19721,Canine coronavirus,GenBank,,OQ540921,VuCCoV_191108SY,Alphacoronavirus 1,382,nucleocapsid protein
WEG19722,Canine coronavirus,GenBank,,OQ540921,VuCCoV_191108SY,Alphacoronavirus 1,101,nonstructural protein 7a
WEG19723,Canine coronavirus,GenBank,,OQ540921,VuCCoV_191108SY,Alphacoronavirus 1,213,nonstructural protein 7b
WEG19724,Canine coronavirus,GenBank,,OQ540922,VuCCoV_191109SY,Alphacoronavirus 1,6684,ORF1ab polyprotein
WEG19725,Canine coronavirus,GenBank,,OQ540922,VuCCoV_191109SY,Alphacoronavirus 1,1454,spike protein
WEG19726,Canine coronavirus,GenBank,,OQ540922,VuCCoV_191109SY,Alphacoronavirus 1,207,nonstructural protein 3
WEG19727,Canine coronavirus,GenBank,,OQ540922,VuCCoV_191109SY,Alphacoronavirus 1,78,nonstructural protein 3a
WEG19728,Canine coronavirus,GenBank,,OQ540922,VuCCoV_191109SY,Alphacoronavirus 1,244,nonstructural protein 3c
WEG19729,Canine coronavirus,GenBank,,OQ540922,VuCCoV_191109SY,Alphacoronavirus 1,82,envelope protein
WEG19730,Canine coronavirus,GenBank,,OQ540922,VuCCoV_191109SY,Alphacoronavirus 1,290,membrane protein
WEG19731,Canine coronavirus,GenBank,,OQ540922,VuCCoV_191109SY,Alphacoronavirus 1,382,nucleocapsid protein
WEG19732,Canine coronavirus,GenBank,,OQ540922,VuCCoV_191109SY,Alphacoronavirus 1,101,nonstructural protein 7a
WEG19733,Canine coronavirus,GenBank,,OQ540922,VuCCoV_191109SY,Alphacoronavirus 1,213,nonstructural protein 7b
UVJ46724,Canine coronavirus,GenBank,,OM864518,SD-A1,Alphacoronavirus 1,6684,ORF1ab
UVJ46725,Canine coronavirus,GenBank,,OM864518,SD-A1,Alphacoronavirus 1,1455,spike
UVJ46726,Canine coronavirus,GenBank,,OM864518,SD-A1,Alphacoronavirus 1,82,envelope
UVJ46727,Canine coronavirus,GenBank,,OM864518,SD-A1,Alphacoronavirus 1,262,membrane
UVJ46728,Canine coronavirus,GenBank,,OM864518,SD-A1,Alphacoronavirus 1,382,nucleocapsid
UVJ46729,Canine coronavirus,GenBank,,OM864519,SD-MO5,Alphacoronavirus 1,6660,ORF1ab
UVJ46730,Canine coronavirus,GenBank,,OM864519,SD-MO5,Alphacoronavirus 1,1454,spike
UVJ46731,Canine coronavirus,GenBank,,OM864519,SD-MO5,Alphacoronavirus 1,82,envelope
UVJ46732,Canine coronavirus,GenBank,,OM864519,SD-MO5,Alphacoronavirus 1,382,nucleocapsid
WLV76417,Canine coronavirus,GenBank,,OR421198,Iraq/2023/MAH/2/1,Alphacoronavirus 1,122,membrane protein
WLV76418,Canine coronavirus,GenBank,,OR421199,Iraq/2023/MAH/2/2,Alphacoronavirus 1,122,membrane protein
WLV76419,Canine coronavirus,GenBank,,OR421200,Iraq/2023/MAH/2/3,Alphacoronavirus 1,122,membrane protein
WKE35675,Canine coronavirus,GenBank,,OQ565677,IZSSI_2019PA13632,Alphacoronavirus 1,123,membrane protein
WKE35676,Canine coronavirus,GenBank,,OQ565678,IZSSI_2019PA26638,Alphacoronavirus 1,123,membrane protein
WKE35677,Canine coronavirus,GenBank,,OQ565679,IZSSI_2019PA30399,Alphacoronavirus 1,123,membrane protein
WKE35678,Canine coronavirus,GenBank,,OQ565680,IZSSI_2019RG7278,Alphacoronavirus 1,123,membrane protein
WKE35679,Canine coronavirus,GenBank,,OQ565681,IZSSI_2019RG7687,Alphacoronavirus 1,123,membrane protein
WKE35680,Canine coronavirus,GenBank,,OQ565682,IZSSI_2019RG7689,Alphacoronavirus 1,123,membrane protein
WKE35681,Canine coronavirus,GenBank,,OQ565683,IZSSI_2019RG10661,Alphacoronavirus 1,123,membrane protein
WKE35682,Canine coronavirus,GenBank,,OQ565684,IZSSI_2019RG10662,Alphacoronavirus 1,123,membrane protein
WKE35683,Canine coronavirus,GenBank,,OQ565685,IZSSI_2020PA35463,Alphacoronavirus 1,123,membrane protein
WKE35684,Canine coronavirus,GenBank,,OQ565686,IZSSI_2020PA43768,Alphacoronavirus 1,123,membrane protein
WKE35685,Canine coronavirus,GenBank,,OQ565687,IZSSI_2020PA45728,Alphacoronavirus 1,123,membrane protein
WKE35686,Canine coronavirus,GenBank,,OQ565688,IZSSI_2020PA74191,Alphacoronavirus 1,123,membrane protein
WKE35687,Canine coronavirus,GenBank,,OQ565689,IZSSI_2020PA120181_idArturo,Alphacoronavirus 1,123,membrane protein
WKE35688,Canine coronavirus,GenBank,,OQ565690,IZSSI_2020PA120181_idBianconero,Alphacoronavirus 1,123,membrane protein
WKE35689,Canine coronavirus,GenBank,,OQ565691,IZSSI_2020PA120181_idJane,Alphacoronavirus 1,123,membrane protein
WKE35690,Canine coronavirus,GenBank,,OQ565692,IZSSI_2020PA120181_idTricolore,Alphacoronavirus 1,123,membrane protein
WKE35691,Canine coronavirus,GenBank,,OQ565693,IZSSI_2020RG22201_id10,Alphacoronavirus 1,123,membrane protein
WKE35692,Canine coronavirus,GenBank,,OQ565694,IZSSI_2020RG22201_id14,Alphacoronavirus 1,123,membrane protein
WKE35693,Canine coronavirus,GenBank,,OQ565695,IZSSI_2021_PA33557_idBianca,Alphacoronavirus 1,123,membrane protein
WKE35694,Canine coronavirus,GenBank,,OQ565696,IZSSI_2021_PA33557_idMiele,Alphacoronavirus 1,123,membrane protein
WKE35695,Canine coronavirus,GenBank,,OQ565697,IZSSI_2021_PA33557_idPanna,Alphacoronavirus 1,123,membrane protein
WKE35696,Canine coronavirus,GenBank,,OQ565698,IZSSI_2021_PA33557_idRosetta,Alphacoronavirus 1,123,membrane protein
WKE35697,Canine coronavirus,GenBank,,OQ565699,IZSSI_2021_PA33557_idTerza,Alphacoronavirus 1,123,membrane protein
WKE35698,Canine coronavirus,GenBank,,OQ565700,IZSSI_2021PA33557_idMaddalena,Alphacoronavirus 1,123,membrane protein
WKE35699,Canine coronavirus,GenBank,,OQ565701,IZSSI_2021PA43313_idAkira,Alphacoronavirus 1,123,membrane protein
WKE35700,Canine coronavirus,GenBank,,OQ565702,IZSSI_2021PA43313_idAltea,Alphacoronavirus 1,123,membrane protein
WKE35701,Canine coronavirus,GenBank,,OQ565703,IZSSI_2021PA28158,Alphacoronavirus 1,123,membrane protein
WKE35702,Canine coronavirus,GenBank,,OQ565704,IZSSI_2021PA43935_id873,Alphacoronavirus 1,123,membrane protein
WKE35703,Canine coronavirus,GenBank,,OQ565705,IZSSI_2019PA11822,Alphacoronavirus 1,123,membrane protein
WKE35704,Canine coronavirus,GenBank,,OQ565706,IZSSI_2019PA27044,Alphacoronavirus 1,123,membrane protein
WKE35705,Canine coronavirus,GenBank,,OQ565707,IZSSI_2019PA34446,Alphacoronavirus 1,123,membrane protein
WKE35706,Canine coronavirus,GenBank,,OQ565708,IZSSI_2020PA120181_idBilly,Alphacoronavirus 1,123,membrane protein
WKE35707,Canine coronavirus,GenBank,,OQ565709,IZSSI_2021PA43935_id987,Alphacoronavirus 1,123,membrane protein
WKE35708,Canine coronavirus,GenBank,,OQ565710,IZSSI_2021PA43935_id967,Alphacoronavirus 1,123,membrane protein
WKE35709,Canine coronavirus,GenBank,,OQ565711,IZSSI_2021PA43935_id009,Alphacoronavirus 1,123,membrane protein
WKE35710,Canine coronavirus,GenBank,,OQ565712,IZSSI_2021PA65740,Alphacoronavirus 1,123,membrane protein
WKE35711,Canine coronavirus,GenBank,,OQ565713,CCoV_IZSSI_2021PA80418,Alphacoronavirus 1,123,membrane protein
WKE35712,Canine coronavirus,GenBank,,OQ565714,IZSSI_2019PA13632,Alphacoronavirus 1,331,spike protein
WKE35713,Canine coronavirus,GenBank,,OQ565715,IZSSI_2020PA45728,Alphacoronavirus 1,331,spike protein
WKE35714,Canine coronavirus,GenBank,,OQ565716,IZSSI_2020PA74191,Alphacoronavirus 1,330,spike protein
WKE35715,Canine coronavirus,GenBank,,OQ565717,IZSSI_2020PA120181_idBianconero,Alphacoronavirus 1,335,spike protein
WKE35716,Canine coronavirus,GenBank,,OQ565718,IZSSI_2020PA120181_idJane,Alphacoronavirus 1,335,spike protein
WKE35717,Canine coronavirus,GenBank,,OQ565719,IZSSI_2020PA120181_idNero,Alphacoronavirus 1,335,spike protein
WKE35718,Canine coronavirus,GenBank,,OQ565720,IZSSI_2020PA120181_idTricolore,Alphacoronavirus 1,335,spike protein
WKE35719,Canine coronavirus,GenBank,,OQ565721,IZSSI_2020RG22201_id10,Alphacoronavirus 1,333,spike protein
WKE35720,Canine coronavirus,GenBank,,OQ565722,IZSSI_2020RG22201_id14,Alphacoronavirus 1,333,spike protein
WKE35721,Canine coronavirus,GenBank,,OQ565723,IZSSI_2021_PA33557_idBianca,Alphacoronavirus 1,335,spike protein
WKE35722,Canine coronavirus,GenBank,,OQ565724,IZSSI_2021PA33557_idMaddalena,Alphacoronavirus 1,330,spike protein
WKE35723,Canine coronavirus,GenBank,,OQ565725,IZSSI_2021_PA33557_idMiele,Alphacoronavirus 1,330,spike protein
WKE35724,Canine coronavirus,GenBank,,OQ565726,IZSSI_2021_PA33557_idPanna,Alphacoronavirus 1,335,spike protein
WKE35725,Canine coronavirus,GenBank,,OQ565727,IZSSI_2021_PA33557_idRosetta,Alphacoronavirus 1,330,spike protein
WKE35726,Canine coronavirus,GenBank,,OQ565728,IZSSI_2021_PA33557_idTerza,Alphacoronavirus 1,335,spike protein
WKE35727,Canine coronavirus,GenBank,,OQ565729,IZSSI_2021PA43313_idAkira,Alphacoronavirus 1,333,spike protein
WKE35728,Canine coronavirus,GenBank,,OQ565730,IZSSI_2021PA43313_idAltea,Alphacoronavirus 1,333,spike protein
WKE35729,Canine coronavirus,GenBank,,OQ565731,IZSSI_2021PA43935_id873,Alphacoronavirus 1,330,spike protein
WKE35730,Canine coronavirus,GenBank,,OQ565732,IZSSI_2021PA65740,Alphacoronavirus 1,331,spike protein
WKE35731,Canine coronavirus,GenBank,,OQ565733,IZSSI_2019PA26638,Alphacoronavirus 1,336,spike protein
WKE35732,Canine coronavirus,GenBank,,OQ565734,IZSSI_2019PA27044,Alphacoronavirus 1,1059,spike protein
WKE35733,Canine coronavirus,GenBank,,OQ565735,IZSSI_2019PA34446,Alphacoronavirus 1,1059,spike protein
WKE35734,Canine coronavirus,GenBank,,OQ565736,IZSSI_2021PA43935_id873,Alphacoronavirus 1,1059,spike protein
WKE35735,Canine coronavirus,GenBank,,OQ565737,IZSSI_2021PA65740,Alphacoronavirus 1,1059,spike protein
WKE35736,Canine coronavirus,GenBank,,OQ565738,CCoV_IZSSI_2021PA80418,Alphacoronavirus 1,1059,spike protein
WKE35737,Canine coronavirus,GenBank,,OQ565739,IZSSI_2020PA45728,Alphacoronavirus 1,1059,spike protein
WKE35738,Canine coronavirus,GenBank,,OQ565740,IZSSI_2020PA120181_idBilly,Alphacoronavirus 1,1059,spike protein
WKE35739,Canine coronavirus,GenBank,,OQ565741,IZSSI_2019PA11822,Alphacoronavirus 1,186,spike protein
WKE35740,Canine coronavirus,GenBank,,OQ565742,IZSSI_2021PA43935_id987,Alphacoronavirus 1,186,spike protein
WKE35741,Canine coronavirus,GenBank,,OQ565743,IZSSI_2021PA43935_id009,Alphacoronavirus 1,186,spike protein
WBG67587,Canine coronavirus,GenBank,,OQ134960,12739_2020,Alphacoronavirus 1,137,RNA-dependent RNA polymerase
WBG67588,Canine coronavirus,GenBank,,OQ134961,35213_2020,Alphacoronavirus 1,144,RNA-dependent RNA polymerase
WBG67589,Canine coronavirus,GenBank,,OQ134962,102964_2021,Alphacoronavirus 1,144,RNA-dependent RNA polymerase
WBG67590,Canine coronavirus,GenBank,,OQ134963,77138_2020,Alphacoronavirus 1,142,RNA-dependent RNA polymerase
WBG67591,Canine coronavirus,GenBank,,OQ134964,99922_2021,Alphacoronavirus 1,140,RNA-dependent RNA polymerase
WJJ08668,Canine coronavirus,GenBank,,OR147197,Iraq/2023/MAH/1/,Alphacoronavirus 1,122,membrane protein
WHU32430,Canine coronavirus,GenBank,,OQ079555,CCoV/fox/208/IT,Alphacoronavirus 1,117,RNA-dependent RNA polymerase
WHF58968,Canine coronavirus,GenBank,,OQ974949,Ismailia1/Egy/2022,Alphacoronavirus 1,96,spike glycoprotein
WGH47330,Canine coronavirus,GenBank,,ON873744,CCoV/IND/HSR-03/2022,Alphacoronavirus 1,80,matrix protein
WGH47331,Canine coronavirus,GenBank,,ON873745,CCoV/IND/HSR-04/2022,Alphacoronavirus 1,80,matrix protein
WFG70375,Canine coronavirus,GenBank,,OQ744007,CAN2002/Dog/BRA/2019/CCoV-II,Alphacoronavirus 1,136,membrane protein
WFG70376,Canine coronavirus,GenBank,,OQ744008,CAN2003/Dog/BRA/2019/CCoV-II,Alphacoronavirus 1,137,membrane protein
WFG70377,Canine coronavirus,GenBank,,OQ744009,CAN2013/Dog/BRA/2019/CCoV-II,Alphacoronavirus 1,127,membrane protein
WFG70378,Canine coronavirus,GenBank,,OQ744010,CAN2016/Dog/BRA/2019/CCoV-I,Alphacoronavirus 1,137,membrane protein
WFG70379,Canine coronavirus,GenBank,,OQ744011,CAN2017/Dog/BRA/2019/CCoV-I,Alphacoronavirus 1,138,membrane protein
WFG70380,Canine coronavirus,GenBank,,OQ744012,CAN2023/Dog/BRA/2019/CCoV-II,Alphacoronavirus 1,129,membrane protein
WFG70381,Canine coronavirus,GenBank,,OQ744013,CAN2024/Dog/BRA/2019/CCoV-II,Alphacoronavirus 1,137,membrane protein
WFG70382,Canine coronavirus,GenBank,,OQ744014,CAN2027/Dog/BRA/2019/CCoV-II,Alphacoronavirus 1,138,membrane protein
WFG70383,Canine coronavirus,GenBank,,OQ744015,CAN2030/Dog/BRA/2019/CCoV-I,Alphacoronavirus 1,136,membrane protein
WFG70384,Canine coronavirus,GenBank,,OQ744016,CAN2037/Dog/BRA/2019/CCoV-II,Alphacoronavirus 1,132,membrane protein
WFG70385,Canine coronavirus,GenBank,,OQ744017,CAN2038/Dog/BRA/2019/CCoV-II,Alphacoronavirus 1,138,membrane protein
WFG70386,Canine coronavirus,GenBank,,OQ744018,CAN2039/Dog/BRA/2019/CCoV-II,Alphacoronavirus 1,136,membrane protein
WFG70387,Canine coronavirus,GenBank,,OQ744019,CAN2048/Dog/BRA/2019/CCoV-I,Alphacoronavirus 1,136,membrane protein
WFG70388,Canine coronavirus,GenBank,,OQ744020,CAN2049/Dog/BRA/2019/CCoV-II,Alphacoronavirus 1,138,membrane protein
WFG70389,Canine coronavirus,GenBank,,OQ744021,CAN2050/Dog/BRA/2019/CCoV-I,Alphacoronavirus 1,128,membrane protein
WFG70390,Canine coronavirus,GenBank,,OQ744022,CAN2052/Dog/BRA/2019/CCoV-II,Alphacoronavirus 1,138,membrane protein
WFG70391,Canine coronavirus,GenBank,,OQ744023,CAN2053/Dog/BRA/2019/CCoV-II,Alphacoronavirus 1,138,membrane protein
WFG70392,Canine coronavirus,GenBank,,OQ744024,CAN2057/Dog/BRA/2020/CCoV-II,Alphacoronavirus 1,137,membrane protein
WFG70393,Canine coronavirus,GenBank,,OQ744025,CAN2059/Dog/BRA/2020/CCoV-II,Alphacoronavirus 1,132,membrane protein
WFG70394,Canine coronavirus,GenBank,,OQ744026,CAN2060/Dog/BRA/2020/CCoV-II,Alphacoronavirus 1,131,membrane protein
WFG70395,Canine coronavirus,GenBank,,OQ744027,CAN2063/Dog/BRA/2020/CCoV-II,Alphacoronavirus 1,119,membrane protein
WET18025,Canine coronavirus,GenBank,,OQ623693,CD19_21010626,Alphacoronavirus 1,274,membrane protein
WET18026,Canine coronavirus,GenBank,,OQ623693,CD19_21010626,Alphacoronavirus 1,382,nucleocapsid protein
WET18027,Canine coronavirus,GenBank,,OQ623694,CD26_21032414,Alphacoronavirus 1,274,membrane protein
WET18028,Canine coronavirus,GenBank,,OQ623694,CD26_21032414,Alphacoronavirus 1,383,nucleocapsid protein
WET18029,Canine coronavirus,GenBank,,OQ623695,CD34_21032452,Alphacoronavirus 1,274,membrane protein
WET18030,Canine coronavirus,GenBank,,OQ623695,CD34_21032452,Alphacoronavirus 1,382,nucleocapsid protein
WET18031,Canine coronavirus,GenBank,,OQ623696,CD6_20120106,Alphacoronavirus 1,508,spike protein
WET18032,Canine coronavirus,GenBank,,OQ623697,CD9_20120114,Alphacoronavirus 1,507,spike protein
WET18033,Canine coronavirus,GenBank,,OQ623698,CD10_20120115,Alphacoronavirus 1,504,spike protein
WET18034,Canine coronavirus,GenBank,,OQ623699,CD13_20120806,Alphacoronavirus 1,507,spike protein
WET18035,Canine coronavirus,GenBank,,OQ623700,CD15_20122320,Alphacoronavirus 1,508,spike protein
