Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
USN25130,Porcine deltacoronavirus,GenBank,,MT985158,SCCZ18-73,Coronavirus HKU15,342,nucleocapsid protein,2019-03-23
USN25131,Porcine deltacoronavirus,GenBank,,MT985158,SCCZ18-73,Coronavirus HKU15,200,NS7 protein,2019-03-23
USN25132,Porcine deltacoronavirus,GenBank,,MT985158,SCCZ18-73,Coronavirus HKU15,6265,replicase polyprotein,2019-03-23
USN25133,Porcine deltacoronavirus,GenBank,,MT985159,SCCZ18-101,Coronavirus HKU15,1159,spike glycoprotein,2019-11-16
USN25134,Porcine deltacoronavirus,GenBank,,MT985159,SCCZ18-101,Coronavirus HKU15,83,envelope protein,2019-11-16
USN25135,Porcine deltacoronavirus,GenBank,,MT985159,SCCZ18-101,Coronavirus HKU15,217,membrane protein,2019-11-16
USN25136,Porcine deltacoronavirus,GenBank,,MT985159,SCCZ18-101,Coronavirus HKU15,94,NS6 protein,2019-11-16
USN25137,Porcine deltacoronavirus,GenBank,,MT985159,SCCZ18-101,Coronavirus HKU15,342,nucleocapsid protein,2019-11-16
USN25138,Porcine deltacoronavirus,GenBank,,MT985159,SCCZ18-101,Coronavirus HKU15,200,NS7 protein,2019-11-16
USN25139,Porcine deltacoronavirus,GenBank,,MT985159,SCCZ18-101,Coronavirus HKU15,6265,replicase polyprotein,2019-11-16
USN25140,Porcine deltacoronavirus,GenBank,,MT985160,SCCZ18-140,Coronavirus HKU15,1159,spike glycoprotein,2020-04-30
USN25141,Porcine deltacoronavirus,GenBank,,MT985160,SCCZ18-140,Coronavirus HKU15,83,envelope protein,2020-04-30
USN25142,Porcine deltacoronavirus,GenBank,,MT985160,SCCZ18-140,Coronavirus HKU15,217,membrane protein,2020-04-30
USN25143,Porcine deltacoronavirus,GenBank,,MT985160,SCCZ18-140,Coronavirus HKU15,94,NS6 protein,2020-04-30
USN25144,Porcine deltacoronavirus,GenBank,,MT985160,SCCZ18-140,Coronavirus HKU15,342,nucleocapsid protein,2020-04-30
USN25145,Porcine deltacoronavirus,GenBank,,MT985160,SCCZ18-140,Coronavirus HKU15,200,NS7 protein,2020-04-30
USN25146,Porcine deltacoronavirus,GenBank,,MT985160,SCCZ18-140,Coronavirus HKU15,6265,replicase polyprotein,2020-04-30
USN25147,Porcine deltacoronavirus,GenBank,,MT985161,SCCZ18-160,Coronavirus HKU15,1159,spike glycoprotein,2020-06-25
USN25148,Porcine deltacoronavirus,GenBank,,MT985161,SCCZ18-160,Coronavirus HKU15,83,envelope protein,2020-06-25
USN25149,Porcine deltacoronavirus,GenBank,,MT985161,SCCZ18-160,Coronavirus HKU15,217,membrane protein,2020-06-25
USN25150,Porcine deltacoronavirus,GenBank,,MT985161,SCCZ18-160,Coronavirus HKU15,94,NS6 protein,2020-06-25
USN25151,Porcine deltacoronavirus,GenBank,,MT985161,SCCZ18-160,Coronavirus HKU15,342,nucleocapsid protein,2020-06-25
USN25152,Porcine deltacoronavirus,GenBank,,MT985161,SCCZ18-160,Coronavirus HKU15,200,NS7 protein,2020-06-25
USN25153,Porcine deltacoronavirus,GenBank,,MT985161,SCCZ18-160,Coronavirus HKU15,6265,replicase polyprotein,2020-06-25
XFF06456,Porcine deltacoronavirus,GenBank,,PQ243302,CQ/CH/2023,Coronavirus HKU15,1127,spike protein,2023
XED52406,Porcine deltacoronavirus,GenBank,,PQ165604,CHN/HF/2018,Coronavirus HKU15,1160,spike protein,2018
XDU21717,Porcine deltacoronavirus,GenBank,,PQ155517,CHN/SX-Y/2023,Coronavirus HKU15,217,membrane protein,2023
XDF38047,Porcine deltacoronavirus,GenBank,,PQ069216,CHN/GD/2023,Coronavirus HKU15,1159,spike protein,2023-03
XCN99774,Porcine deltacoronavirus,GenBank,,PP998010,GX2023-1,Coronavirus HKU15,3626,polyprotein,2023-02
XCN99775,Porcine deltacoronavirus,GenBank,,PP998010,GX2023-1,Coronavirus HKU15,1160,spike protein,2023-02
XCN99776,Porcine deltacoronavirus,GenBank,,PP998010,GX2023-1,Coronavirus HKU15,83,envelope protein,2023-02
XCN99777,Porcine deltacoronavirus,GenBank,,PP998010,GX2023-1,Coronavirus HKU15,217,membrane protein,2023-02
XCN99778,Porcine deltacoronavirus,GenBank,,PP998010,GX2023-1,Coronavirus HKU15,94,non-structural protein 6,2023-02
XCN99779,Porcine deltacoronavirus,GenBank,,PP998010,GX2023-1,Coronavirus HKU15,342,nucleocapsid protein,2023-02
XCN99780,Porcine deltacoronavirus,GenBank,,PP998010,GX2023-1,Coronavirus HKU15,200,non-structural protein 7,2023-02
XCN99781,Porcine deltacoronavirus,GenBank,,PP998010,GX2023-1,Coronavirus HKU15,100,non-structural protein 7a,2023-02
XCN99782,Porcine deltacoronavirus,GenBank,,PP998010,GX2023-1,Coronavirus HKU15,6267,polyprotein,2023-02
XCN99783,Porcine deltacoronavirus,GenBank,,PP998011,GX2024-2,Coronavirus HKU15,3626,polyprotein,2024-01
XCN99784,Porcine deltacoronavirus,GenBank,,PP998011,GX2024-2,Coronavirus HKU15,1160,spike protein,2024-01
XCN99785,Porcine deltacoronavirus,GenBank,,PP998011,GX2024-2,Coronavirus HKU15,83,envelope protein,2024-01
XCN99786,Porcine deltacoronavirus,GenBank,,PP998011,GX2024-2,Coronavirus HKU15,217,membrane protein,2024-01
XCN99787,Porcine deltacoronavirus,GenBank,,PP998011,GX2024-2,Coronavirus HKU15,94,non-structural protein 6,2024-01
XCN99788,Porcine deltacoronavirus,GenBank,,PP998011,GX2024-2,Coronavirus HKU15,342,nucleocapsid protein,2024-01
XCN99789,Porcine deltacoronavirus,GenBank,,PP998011,GX2024-2,Coronavirus HKU15,200,non-structural protein 7,2024-01
XCN99790,Porcine deltacoronavirus,GenBank,,PP998011,GX2024-2,Coronavirus HKU15,100,non-structural protein 7a,2024-01
XCN99791,Porcine deltacoronavirus,GenBank,,PP998011,GX2024-2,Coronavirus HKU15,6267,polyprotein,2024-01
UUT43926,Porcine deltacoronavirus,GenBank,,ON936274,CZ2020-F80,Coronavirus HKU15,6265,polyprotein 1ab,2020
UUT43927,Porcine deltacoronavirus,GenBank,,ON936274,CZ2020-F80,Coronavirus HKU15,1159,spike glyprotein,2020
UUT43928,Porcine deltacoronavirus,GenBank,,ON936274,CZ2020-F80,Coronavirus HKU15,83,envelope protein,2020
UUT43929,Porcine deltacoronavirus,GenBank,,ON936274,CZ2020-F80,Coronavirus HKU15,217,membrane protein,2020
UUT43930,Porcine deltacoronavirus,GenBank,,ON936274,CZ2020-F80,Coronavirus HKU15,94,NS6 protein,2020
UUT43931,Porcine deltacoronavirus,GenBank,,ON936274,CZ2020-F80,Coronavirus HKU15,342,nucleocapsid protein,2020
UUT43932,Porcine deltacoronavirus,GenBank,,ON936274,CZ2020-F80,Coronavirus HKU15,200,NS7 protein,2020
UUT43933,Porcine deltacoronavirus,GenBank,,ON936274,CZ2020-F80,Coronavirus HKU15,3624,polyprotein 1a,2020
UUT43934,Porcine deltacoronavirus,GenBank,,ON936275,CZ2020-F100,Coronavirus HKU15,6265,polyprotein 1ab,2020
UUT43935,Porcine deltacoronavirus,GenBank,,ON936275,CZ2020-F100,Coronavirus HKU15,1159,spike glyprotein,2020
UUT43936,Porcine deltacoronavirus,GenBank,,ON936275,CZ2020-F100,Coronavirus HKU15,83,envelope protein,2020
UUT43937,Porcine deltacoronavirus,GenBank,,ON936275,CZ2020-F100,Coronavirus HKU15,217,membrane protein,2020
UUT43938,Porcine deltacoronavirus,GenBank,,ON936275,CZ2020-F100,Coronavirus HKU15,94,NS6 protein,2020
UUT43939,Porcine deltacoronavirus,GenBank,,ON936275,CZ2020-F100,Coronavirus HKU15,342,nucleocapsid protein,2020
UUT43940,Porcine deltacoronavirus,GenBank,,ON936275,CZ2020-F100,Coronavirus HKU15,200,NS7 protein,2020
UUT43941,Porcine deltacoronavirus,GenBank,,ON936275,CZ2020-F100,Coronavirus HKU15,3624,polyprotein 1a,2020
WTM26166,Porcine deltacoronavirus,GenBank,,PP129693,,Coronavirus HKU15,1159,spike protein,2023
WRX03957,Porcine deltacoronavirus,GenBank,,PP130097,HD2023,Coronavirus HKU15,3621,ORF1a protein,
WRX03958,Porcine deltacoronavirus,GenBank,,PP130097,HD2023,Coronavirus HKU15,1160,spike protein,
WRX03959,Porcine deltacoronavirus,GenBank,,PP130097,HD2023,Coronavirus HKU15,83,envelope protein,
WRX03960,Porcine deltacoronavirus,GenBank,,PP130097,HD2023,Coronavirus HKU15,217,membrane protein,
WRX03961,Porcine deltacoronavirus,GenBank,,PP130097,HD2023,Coronavirus HKU15,94,NS6 protein,
WRX03962,Porcine deltacoronavirus,GenBank,,PP130097,HD2023,Coronavirus HKU15,342,nucleocapsid protein,
WRX03963,Porcine deltacoronavirus,GenBank,,PP130097,HD2023,Coronavirus HKU15,200,non-structural protein 7,
WRX03964,Porcine deltacoronavirus,GenBank,,PP130097,HD2023,Coronavirus HKU15,6262,ORF1ab protein,
WRK12576,Porcine deltacoronavirus,GenBank,,OR995288,CHN/SX-Y/2023,Coronavirus HKU15,342,nucleocapsid protein,2023
WPD49340,Porcine deltacoronavirus,GenBank,,OR672111,CHN-HN-2023,Coronavirus HKU15,3624,polyprotein 1a,2023
WPD49341,Porcine deltacoronavirus,GenBank,,OR672111,CHN-HN-2023,Coronavirus HKU15,1159,spike protein,2023
WPD49342,Porcine deltacoronavirus,GenBank,,OR672111,CHN-HN-2023,Coronavirus HKU15,83,envelope protein,2023
WPD49343,Porcine deltacoronavirus,GenBank,,OR672111,CHN-HN-2023,Coronavirus HKU15,217,membrane protein,2023
WPD49344,Porcine deltacoronavirus,GenBank,,OR672111,CHN-HN-2023,Coronavirus HKU15,94,NS6 protein,2023
WPD49345,Porcine deltacoronavirus,GenBank,,OR672111,CHN-HN-2023,Coronavirus HKU15,342,nucleocapsid protein,2023
WPD49346,Porcine deltacoronavirus,GenBank,,OR672111,CHN-HN-2023,Coronavirus HKU15,200,NS7 protein,2023
WOZ29887,Porcine deltacoronavirus,GenBank,,OR762053,ZD2022,Coronavirus HKU15,1160,spike protein,2022-06
WOZ29888,Porcine deltacoronavirus,GenBank,,OR762053,ZD2022,Coronavirus HKU15,83,envelope protein,2022-06
WOZ29889,Porcine deltacoronavirus,GenBank,,OR762053,ZD2022,Coronavirus HKU15,217,membrane protein,2022-06
WOZ29890,Porcine deltacoronavirus,GenBank,,OR762053,ZD2022,Coronavirus HKU15,94,non-structural protein 6,2022-06
WOZ29891,Porcine deltacoronavirus,GenBank,,OR762053,ZD2022,Coronavirus HKU15,342,nucleocapsid protein,2022-06
WOZ29892,Porcine deltacoronavirus,GenBank,,OR762053,ZD2022,Coronavirus HKU15,200,non-structural protein 7,2022-06
WOZ29893,Porcine deltacoronavirus,GenBank,,OR762053,ZD2022,Coronavirus HKU15,6262,ORF1ab protein,2022-06
WOZ29894,Porcine deltacoronavirus,GenBank,,OR762053,ZD2022,Coronavirus HKU15,3621,ORF1a protein,2022-06
WNA12656,Porcine deltacoronavirus,GenBank,,OR230675,HrB16,Coronavirus HKU15,1160,spike glycoprotein,2016
WNA12657,Porcine deltacoronavirus,GenBank,,OR230676,HeN17,Coronavirus HKU15,6267,replicase polyprotein,2017
WNA12658,Porcine deltacoronavirus,GenBank,,OR230676,HeN17,Coronavirus HKU15,1159,spike glycoprotein,2017
WNA12659,Porcine deltacoronavirus,GenBank,,OR230676,HeN17,Coronavirus HKU15,200,NS7 protein,2017
WNA12660,Porcine deltacoronavirus,GenBank,,OR230676,HeN17,Coronavirus HKU15,342,nucleocapsid protein,2017
WNA12661,Porcine deltacoronavirus,GenBank,,OR230676,HeN17,Coronavirus HKU15,94,NS6 protein,2017
WNA12662,Porcine deltacoronavirus,GenBank,,OR230676,HeN17,Coronavirus HKU15,217,membrane protein,2017
WNA12663,Porcine deltacoronavirus,GenBank,,OR230676,HeN17,Coronavirus HKU15,83,envelope protein,2017
WNA12664,Porcine deltacoronavirus,GenBank,,OR230676,HeN17,Coronavirus HKU15,3626,ORF1a protein,2017
WMY99260,Porcine deltacoronavirus,GenBank,,OR240109,CHN/TZ2023,Coronavirus HKU15,1159,spike protein,2023-02-01
UZC49470,Porcine deltacoronavirus,GenBank,,OP501870,CHN-HeN06-2022,Coronavirus HKU15,6265,polyprotein 1ab,2022-05-10
UZC49471,Porcine deltacoronavirus,GenBank,,OP501870,CHN-HeN06-2022,Coronavirus HKU15,1159,spike glycoprotein,2022-05-10
UZC49472,Porcine deltacoronavirus,GenBank,,OP501870,CHN-HeN06-2022,Coronavirus HKU15,83,envelope protein,2022-05-10
UZC49473,Porcine deltacoronavirus,GenBank,,OP501870,CHN-HeN06-2022,Coronavirus HKU15,217,membrane protein,2022-05-10
UZC49474,Porcine deltacoronavirus,GenBank,,OP501870,CHN-HeN06-2022,Coronavirus HKU15,94,NS6 protein,2022-05-10
UZC49475,Porcine deltacoronavirus,GenBank,,OP501870,CHN-HeN06-2022,Coronavirus HKU15,342,nucleocapsid protein,2022-05-10
UZC49476,Porcine deltacoronavirus,GenBank,,OP501870,CHN-HeN06-2022,Coronavirus HKU15,200,NS7 protein,2022-05-10
UZC49477,Porcine deltacoronavirus,GenBank,,OP501870,CHN-HeN06-2022,Coronavirus HKU15,3624,polyprotein 1a,2022-05-10
WLD16074,Porcine deltacoronavirus,GenBank,,OQ790128,PDCoV-KQ-Swine-2023,Coronavirus HKU15,3624,orf1a,2023-02-15
WLD16075,Porcine deltacoronavirus,GenBank,,OQ790128,PDCoV-KQ-Swine-2023,Coronavirus HKU15,6265,orf1ab,2023-02-15
WLD16076,Porcine deltacoronavirus,GenBank,,OQ790128,PDCoV-KQ-Swine-2023,Coronavirus HKU15,1159,spike protein,2023-02-15
WLD16077,Porcine deltacoronavirus,GenBank,,OQ790128,PDCoV-KQ-Swine-2023,Coronavirus HKU15,83,envelope protein,2023-02-15
WLD16078,Porcine deltacoronavirus,GenBank,,OQ790128,PDCoV-KQ-Swine-2023,Coronavirus HKU15,217,membrane protein,2023-02-15
WLD16079,Porcine deltacoronavirus,GenBank,,OQ790128,PDCoV-KQ-Swine-2023,Coronavirus HKU15,94,NS6 protein,2023-02-15
WLD16080,Porcine deltacoronavirus,GenBank,,OQ790128,PDCoV-KQ-Swine-2023,Coronavirus HKU15,342,nucleocapsid protein,2023-02-15
WLD16081,Porcine deltacoronavirus,GenBank,,OQ790129,PDCoV-SN-Swine-2018,Coronavirus HKU15,3616,orf1a,2018-11-03
WLD16082,Porcine deltacoronavirus,GenBank,,OQ790129,PDCoV-SN-Swine-2018,Coronavirus HKU15,6257,orf1b,2018-11-03
WLD16083,Porcine deltacoronavirus,GenBank,,OQ790129,PDCoV-SN-Swine-2018,Coronavirus HKU15,1159,spike protein,2018-11-03
WLD16084,Porcine deltacoronavirus,GenBank,,OQ790129,PDCoV-SN-Swine-2018,Coronavirus HKU15,83,envelope protein,2018-11-03
WLD16085,Porcine deltacoronavirus,GenBank,,OQ790129,PDCoV-SN-Swine-2018,Coronavirus HKU15,217,membrane protein,2018-11-03
WLD16086,Porcine deltacoronavirus,GenBank,,OQ790129,PDCoV-SN-Swine-2018,Coronavirus HKU15,94,NS6 protein,2018-11-03
WLD16087,Porcine deltacoronavirus,GenBank,,OQ790129,PDCoV-SN-Swine-2018,Coronavirus HKU15,342,nonstructural protein,2018-11-03
WKR37842,Porcine deltacoronavirus,GenBank,,OR269935,PDCoV/WH/2023,Coronavirus HKU15,3624,orf1a protein,2023-05-15
WKR37843,Porcine deltacoronavirus,GenBank,,OR269935,PDCoV/WH/2023,Coronavirus HKU15,6265,orf1ab protein,2023-05-15
WKR37844,Porcine deltacoronavirus,GenBank,,OR269935,PDCoV/WH/2023,Coronavirus HKU15,1159,spike protein,2023-05-15
WKR37845,Porcine deltacoronavirus,GenBank,,OR269935,PDCoV/WH/2023,Coronavirus HKU15,83,envelope protein,2023-05-15
WKR37846,Porcine deltacoronavirus,GenBank,,OR269935,PDCoV/WH/2023,Coronavirus HKU15,217,membrane protein,2023-05-15
WKR37847,Porcine deltacoronavirus,GenBank,,OR269935,PDCoV/WH/2023,Coronavirus HKU15,94,NS6 protein,2023-05-15
WKR37848,Porcine deltacoronavirus,GenBank,,OR269935,PDCoV/WH/2023,Coronavirus HKU15,342,nucleocapsid protein,2023-05-15
WKF19635,Porcine deltacoronavirus,GenBank,,OQ473581,,Coronavirus HKU15,6267,replicase polyprotein,2022
WKF19636,Porcine deltacoronavirus,GenBank,,OQ473581,,Coronavirus HKU15,1159,spike glycoprotein,2022
WKF19637,Porcine deltacoronavirus,GenBank,,OQ473581,,Coronavirus HKU15,83,envelope protein,2022
WKF19638,Porcine deltacoronavirus,GenBank,,OQ473581,,Coronavirus HKU15,217,membrane protein,2022
WKF19639,Porcine deltacoronavirus,GenBank,,OQ473581,,Coronavirus HKU15,94,NS6 protein,2022
WKF19640,Porcine deltacoronavirus,GenBank,,OQ473581,,Coronavirus HKU15,337,nucleocapsid protein,2022
WJW74052,Porcine deltacoronavirus,GenBank,,ON631047,YC2022,Coronavirus HKU15,1159,spike glyprotein,2022
WJW74053,Porcine deltacoronavirus,GenBank,,ON631048,TA2022,Coronavirus HKU15,1159,spike glyprotein,2022
WJW74054,Porcine deltacoronavirus,GenBank,,ON631049,SX2021,Coronavirus HKU15,1159,spike glyprotein,2021
WJW74055,Porcine deltacoronavirus,GenBank,,ON631050,ZJ21,Coronavirus HKU15,1159,spike glyprotein,2021
WJW74056,Porcine deltacoronavirus,GenBank,,ON631051,AH18,Coronavirus HKU15,1159,spike glyprotein,2018
WJW74057,Porcine deltacoronavirus,GenBank,,ON631052,YZ15,Coronavirus HKU15,1159,spike glyprotein,2015
WJW74058,Porcine deltacoronavirus,GenBank,,ON631053,HB2018,Coronavirus HKU15,1159,spike glyprotein,2018
WJW74059,Porcine deltacoronavirus,GenBank,,ON631054,AH17,Coronavirus HKU15,1159,spike glyprotein,2017
WJN62305,Porcine deltacoronavirus,GenBank,,OR122653,HNZK-02-P120,Coronavirus HKU15,3626,ORF1a,2021-10-04
WJN62306,Porcine deltacoronavirus,GenBank,,OR122653,HNZK-02-P120,Coronavirus HKU15,1159,S protein,2021-10-04
WJN62307,Porcine deltacoronavirus,GenBank,,OR122653,HNZK-02-P120,Coronavirus HKU15,83,E protein,2021-10-04
WJN62308,Porcine deltacoronavirus,GenBank,,OR122653,HNZK-02-P120,Coronavirus HKU15,217,M protein,2021-10-04
WJN62309,Porcine deltacoronavirus,GenBank,,OR122653,HNZK-02-P120,Coronavirus HKU15,94,NS6 protein,2021-10-04
WJN62310,Porcine deltacoronavirus,GenBank,,OR122653,HNZK-02-P120,Coronavirus HKU15,342,N protein,2021-10-04
WJN62311,Porcine deltacoronavirus,GenBank,,OR122653,HNZK-02-P120,Coronavirus HKU15,200,NS7 protein,2021-10-04
WJN62312,Porcine deltacoronavirus,GenBank,,OR122653,HNZK-02-P120,Coronavirus HKU15,6267,ORF1ab polyprotein,2021-10-04
WJN62313,Porcine deltacoronavirus,GenBank,,OR122654,HNZK-02-P150,Coronavirus HKU15,3626,ORF1a,2022-10-20
WJN62314,Porcine deltacoronavirus,GenBank,,OR122654,HNZK-02-P150,Coronavirus HKU15,1159,S protein,2022-10-20
WJN62315,Porcine deltacoronavirus,GenBank,,OR122654,HNZK-02-P150,Coronavirus HKU15,83,E protein,2022-10-20
WJN62316,Porcine deltacoronavirus,GenBank,,OR122654,HNZK-02-P150,Coronavirus HKU15,217,M protein,2022-10-20
WJN62317,Porcine deltacoronavirus,GenBank,,OR122654,HNZK-02-P150,Coronavirus HKU15,94,NS6 protein,2022-10-20
WJN62318,Porcine deltacoronavirus,GenBank,,OR122654,HNZK-02-P150,Coronavirus HKU15,342,N protein,2022-10-20
WJN62319,Porcine deltacoronavirus,GenBank,,OR122654,HNZK-02-P150,Coronavirus HKU15,200,NS7 protein,2022-10-20
WJN62320,Porcine deltacoronavirus,GenBank,,OR122654,HNZK-02-P150,Coronavirus HKU15,6267,ORF1ab polyprotein,2022-10-20
WIM33511,Porcine deltacoronavirus,GenBank,,OQ185376,CH/XJYN/2016,Coronavirus HKU15,342,N protein,2016-02-16
WIM33512,Porcine deltacoronavirus,GenBank,,OQ185377,CH/XJYN/2016,Coronavirus HKU15,217,M protein,2016-02-16
WFG70159,Porcine deltacoronavirus,GenBank,,OQ718500,KPDCoV-2201,Coronavirus HKU15,6267,ORF1ab polyprotein,2022
WFG70160,Porcine deltacoronavirus,GenBank,,OQ718500,KPDCoV-2201,Coronavirus HKU15,1160,spike protein,2022
WFG70161,Porcine deltacoronavirus,GenBank,,OQ718500,KPDCoV-2201,Coronavirus HKU15,83,envelope protein,2022
WFG70162,Porcine deltacoronavirus,GenBank,,OQ718500,KPDCoV-2201,Coronavirus HKU15,217,membrane protein,2022
WFG70163,Porcine deltacoronavirus,GenBank,,OQ718500,KPDCoV-2201,Coronavirus HKU15,94,nonstructural protein,2022
WFG70164,Porcine deltacoronavirus,GenBank,,OQ718500,KPDCoV-2201,Coronavirus HKU15,342,nucleocapsid protein,2022
WFG70165,Porcine deltacoronavirus,GenBank,,OQ718500,KPDCoV-2201,Coronavirus HKU15,200,nonstructural protein,2022
WFG70166,Porcine deltacoronavirus,GenBank,,OQ718500,KPDCoV-2201,Coronavirus HKU15,3626,ORF1a polyprotein,2022
WID94072,Porcine deltacoronavirus,GenBank,,OR060947,CHN-HA-2017,Coronavirus HKU15,1160,spike protein,2017
WHU50177,Porcine deltacoronavirus,GenBank,,OP792038,PDCoV WH-A,Coronavirus HKU15,1159,spike protein,2020-12
WHU50178,Porcine deltacoronavirus,GenBank,,OP792038,PDCoV WH-A,Coronavirus HKU15,3626,ORF1a protein,2020-12
WHU50179,Porcine deltacoronavirus,GenBank,,OP792038,PDCoV WH-A,Coronavirus HKU15,83,envelope protein,2020-12
WHU50180,Porcine deltacoronavirus,GenBank,,OP792038,PDCoV WH-A,Coronavirus HKU15,217,membrane protein,2020-12
WHU50181,Porcine deltacoronavirus,GenBank,,OP792038,PDCoV WH-A,Coronavirus HKU15,94,NS6 protein,2020-12
WHU50182,Porcine deltacoronavirus,GenBank,,OP792038,PDCoV WH-A,Coronavirus HKU15,342,nucleocapsid protein,2020-12
WGG26262,Porcine deltacoronavirus,GenBank,,OQ504186,,Coronavirus HKU15,1159,spike protein,2022-08-10
WGD01566,Porcine deltacoronavirus,GenBank,,OQ736716,PDCoV-GX2022-2,Coronavirus HKU15,217,membrane protein,2022
WGD01567,Porcine deltacoronavirus,GenBank,,OQ736716,PDCoV-GX2022-2,Coronavirus HKU15,83,envelope protein,2022
WGD01568,Porcine deltacoronavirus,GenBank,,OQ736716,PDCoV-GX2022-2,Coronavirus HKU15,3626,ORF1a,2022
WGD01569,Porcine deltacoronavirus,GenBank,,OQ736716,PDCoV-GX2022-2,Coronavirus HKU15,94,non-structural protein 6,2022
WGD01570,Porcine deltacoronavirus,GenBank,,OQ736716,PDCoV-GX2022-2,Coronavirus HKU15,342,nucleocapsid protein,2022
WGD01571,Porcine deltacoronavirus,GenBank,,OQ736716,PDCoV-GX2022-2,Coronavirus HKU15,200,non-structural protein 7,2022
WGD01572,Porcine deltacoronavirus,GenBank,,OQ736716,PDCoV-GX2022-2,Coronavirus HKU15,1160,spike protein,2022
WGD01573,Porcine deltacoronavirus,GenBank,,OQ736716,PDCoV-GX2022-2,Coronavirus HKU15,6267,ORF1ab,2022
WGD01574,Porcine deltacoronavirus,GenBank,,OQ736717,PDCoV-GX2022-1,Coronavirus HKU15,3621,ORF1a,2021
WGD01575,Porcine deltacoronavirus,GenBank,,OQ736717,PDCoV-GX2022-1,Coronavirus HKU15,1159,spike protein,2021
WGD01576,Porcine deltacoronavirus,GenBank,,OQ736717,PDCoV-GX2022-1,Coronavirus HKU15,83,envelope protein,2021
WGD01577,Porcine deltacoronavirus,GenBank,,OQ736717,PDCoV-GX2022-1,Coronavirus HKU15,217,membrane protein,2021
WGD01578,Porcine deltacoronavirus,GenBank,,OQ736717,PDCoV-GX2022-1,Coronavirus HKU15,342,nucleocapsid protein,2021
WGD01579,Porcine deltacoronavirus,GenBank,,OQ736717,PDCoV-GX2022-1,Coronavirus HKU15,94,non-structural protein 6,2021
WGD01580,Porcine deltacoronavirus,GenBank,,OQ736717,PDCoV-GX2022-1,Coronavirus HKU15,200,non-structural protein 7,2021
WGD01581,Porcine deltacoronavirus,GenBank,,OQ736717,PDCoV-GX2022-1,Coronavirus HKU15,6262,ORF1ab,2021
WFD49991,Porcine deltacoronavirus,GenBank,,OQ547740,PDCoV-GX2021-1,Coronavirus HKU15,6267,ORF1ab polyprotein,2021
WFD49992,Porcine deltacoronavirus,GenBank,,OQ547740,PDCoV-GX2021-1,Coronavirus HKU15,3626,ORF1a polyprotein,2021
WFD49993,Porcine deltacoronavirus,GenBank,,OQ547740,PDCoV-GX2021-1,Coronavirus HKU15,1160,spike protein,2021
WFD49994,Porcine deltacoronavirus,GenBank,,OQ547740,PDCoV-GX2021-1,Coronavirus HKU15,83,envelope protein,2021
WFD49995,Porcine deltacoronavirus,GenBank,,OQ547740,PDCoV-GX2021-1,Coronavirus HKU15,217,membrane protein,2021
WFD49996,Porcine deltacoronavirus,GenBank,,OQ547740,PDCoV-GX2021-1,Coronavirus HKU15,94,nonstructural protein,2021
WFD49997,Porcine deltacoronavirus,GenBank,,OQ547740,PDCoV-GX2021-1,Coronavirus HKU15,342,nucleocapsid protein,2021
WFD49998,Porcine deltacoronavirus,GenBank,,OQ547740,PDCoV-GX2021-1,Coronavirus HKU15,200,nonstructural protein,2021
WEM02679,Porcine deltacoronavirus,GenBank,,OQ566226,GNU-2105,Coronavirus HKU15,6267,ORF1ab polyprotein,2021
WEM02680,Porcine deltacoronavirus,GenBank,,OQ566226,GNU-2105,Coronavirus HKU15,1160,spike protein,2021
WEM02681,Porcine deltacoronavirus,GenBank,,OQ566226,GNU-2105,Coronavirus HKU15,83,envelope protein,2021
