Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Species,Length,Protein
XCG98122,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952163,Betacoronavirus cameli,109,orf4a protein
XCG98123,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952163,Betacoronavirus cameli,246,orf4b protein
XCG98124,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952163,Betacoronavirus cameli,224,orf5 protein
XCG98125,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952163,Betacoronavirus cameli,82,E protein
XCG98126,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952163,Betacoronavirus cameli,219,M protein
XCG98127,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952163,Betacoronavirus cameli,413,N protein
XCG98128,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952163,Betacoronavirus cameli,143,orf8b protein
XCG98129,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952164,Betacoronavirus cameli,7078,orf1ab polyprotein
XCG98130,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952164,Betacoronavirus cameli,4391,orf1a polyprotein
XCG98131,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952164,Betacoronavirus cameli,1351,S protein
XCG98132,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952164,Betacoronavirus cameli,103,orf3 protein
XCG98133,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952164,Betacoronavirus cameli,109,orf4a protein
XCG98134,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952164,Betacoronavirus cameli,246,orf4b protein
XCG98135,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952164,Betacoronavirus cameli,224,orf5 protein
XCG98136,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952164,Betacoronavirus cameli,82,E protein
XCG98137,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952164,Betacoronavirus cameli,219,M protein
XCG98138,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952164,Betacoronavirus cameli,413,N protein
XCG98139,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952164,Betacoronavirus cameli,143,orf8b protein
XCG98140,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952165,Betacoronavirus cameli,7078,orf1ab polyprotein
XCG98141,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952165,Betacoronavirus cameli,4391,orf1a polyprotein
XCG98142,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952165,Betacoronavirus cameli,1351,S protein
XCG98143,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952165,Betacoronavirus cameli,103,orf3 protein
XCG98144,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952165,Betacoronavirus cameli,109,orf4a protein
XCG98145,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952165,Betacoronavirus cameli,246,orf4b protein
XCG98146,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952165,Betacoronavirus cameli,224,orf5 protein
XCG98147,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952165,Betacoronavirus cameli,82,E protein
XCG98148,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952165,Betacoronavirus cameli,219,M protein
XCG98149,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952165,Betacoronavirus cameli,413,N protein
XCG98150,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952165,Betacoronavirus cameli,143,orf8b protein
XCG98151,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952166,Betacoronavirus cameli,7078,orf1ab polyprotein
XCG98152,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952166,Betacoronavirus cameli,4391,orf1a polyprotein
XCG98153,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952166,Betacoronavirus cameli,1351,S protein
XCG98154,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952166,Betacoronavirus cameli,103,orf3 protein
XCG98155,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952166,Betacoronavirus cameli,109,orf4a protein
XCG98156,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952166,Betacoronavirus cameli,246,orf4b protein
XCG98157,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952166,Betacoronavirus cameli,224,orf5 protein
XCG98158,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952166,Betacoronavirus cameli,82,E protein
XCG98159,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952166,Betacoronavirus cameli,219,M protein
XCG98160,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952166,Betacoronavirus cameli,413,N protein
XCG98161,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952166,Betacoronavirus cameli,143,orf8b protein
XCG98162,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952167,Betacoronavirus cameli,7078,orf1ab polyprotein
XCG98163,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952167,Betacoronavirus cameli,4391,orf1a polyprotein
XCG98164,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952167,Betacoronavirus cameli,1351,S protein
XCG98165,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952167,Betacoronavirus cameli,103,orf3 protein
XCG98166,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952167,Betacoronavirus cameli,109,orf4a protein
XCG98167,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952167,Betacoronavirus cameli,246,orf4b protein
XCG98168,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952167,Betacoronavirus cameli,224,orf5 protein
XCG98169,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952167,Betacoronavirus cameli,82,E protein
XCG98170,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952167,Betacoronavirus cameli,219,M protein
XCG98171,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952167,Betacoronavirus cameli,413,N protein
XCG98172,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952167,Betacoronavirus cameli,143,orf8b protein
XCG98173,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952168,Betacoronavirus cameli,7078,orf1ab polyprotein
XCG98174,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952168,Betacoronavirus cameli,4391,orf1a polyprotein
XCG98175,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952168,Betacoronavirus cameli,1351,S protein
XCG98176,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952168,Betacoronavirus cameli,103,orf3 protein
XCG98177,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952168,Betacoronavirus cameli,109,orf4a protein
XCG98178,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952168,Betacoronavirus cameli,246,orf4b protein
XCG98179,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952168,Betacoronavirus cameli,224,orf5 protein
XCG98180,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952168,Betacoronavirus cameli,82,E protein
XCG98181,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952168,Betacoronavirus cameli,219,M protein
XCG98182,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952168,Betacoronavirus cameli,413,N protein
XCG98183,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952168,Betacoronavirus cameli,143,orf8b protein
XCG98184,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952169,Betacoronavirus cameli,7078,orf1ab polyprotein
XCG98185,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952169,Betacoronavirus cameli,4391,orf1a polyprotein
XCG98186,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952169,Betacoronavirus cameli,1351,S protein
XCG98187,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952169,Betacoronavirus cameli,103,orf3 protein
XCG98188,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952169,Betacoronavirus cameli,109,orf4a protein
XCG98189,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952169,Betacoronavirus cameli,246,orf4b protein
XCG98190,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952169,Betacoronavirus cameli,224,orf5 protein
XCG98191,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952169,Betacoronavirus cameli,82,E protein
XCG98192,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952169,Betacoronavirus cameli,219,M protein
XCG98193,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952169,Betacoronavirus cameli,413,N protein
XCG98194,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952169,Betacoronavirus cameli,143,orf8b protein
XCG98195,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952170,Betacoronavirus cameli,7078,orf1ab polyprotein
XCG98196,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952170,Betacoronavirus cameli,4391,orf1a polyprotein
XCG98197,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952170,Betacoronavirus cameli,1351,S protein
XCG98198,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952170,Betacoronavirus cameli,103,orf3 protein
XCG98199,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952170,Betacoronavirus cameli,109,orf4a protein
XCG98200,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952170,Betacoronavirus cameli,246,orf4b protein
XCG98201,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952170,Betacoronavirus cameli,224,orf5 protein
XCG98202,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952170,Betacoronavirus cameli,82,E protein
XCG98203,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952170,Betacoronavirus cameli,219,M protein
XCG98204,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952170,Betacoronavirus cameli,413,N protein
XCG98205,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952170,Betacoronavirus cameli,143,orf8b protein
XCG98206,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952171,Betacoronavirus cameli,7078,orf1ab polyprotein
XCG98207,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952171,Betacoronavirus cameli,4391,orf1a polyprotein
XCG98208,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952171,Betacoronavirus cameli,1351,S protein
XCG98209,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952171,Betacoronavirus cameli,103,orf3 protein
XCG98210,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952171,Betacoronavirus cameli,109,orf4a protein
XCG98211,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952171,Betacoronavirus cameli,246,orf4b protein
XCG98212,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952171,Betacoronavirus cameli,224,orf5 protein
XCG98213,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952171,Betacoronavirus cameli,82,E protein
XCG98214,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952171,Betacoronavirus cameli,219,M protein
XCG98215,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952171,Betacoronavirus cameli,413,N protein
XCG98216,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952171,Betacoronavirus cameli,143,orf8b protein
XCG98217,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952172,Betacoronavirus cameli,7078,orf1ab polyprotein
XCG98218,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952172,Betacoronavirus cameli,4391,orf1a polyprotein
XCG98219,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952172,Betacoronavirus cameli,1351,S protein
XCG98220,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952172,Betacoronavirus cameli,103,orf3 protein
XCG98221,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952172,Betacoronavirus cameli,109,orf4a protein
XCG98222,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952172,Betacoronavirus cameli,246,orf4b protein
XCG98223,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952172,Betacoronavirus cameli,224,orf5 protein
XCG98224,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952172,Betacoronavirus cameli,82,E protein
XCG98225,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952172,Betacoronavirus cameli,219,M protein
XCG98226,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952172,Betacoronavirus cameli,413,N protein
XCG98227,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952172,Betacoronavirus cameli,143,orf8b protein
XCG98228,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952173,Betacoronavirus cameli,7078,orf1ab polyprotein
XCG98229,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952173,Betacoronavirus cameli,4391,orf1a polyprotein
XCG98230,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952173,Betacoronavirus cameli,1351,S protein
XCG98231,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952173,Betacoronavirus cameli,103,orf3 protein
XCG98232,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952173,Betacoronavirus cameli,109,orf4a protein
XCG98233,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952173,Betacoronavirus cameli,246,orf4b protein
XCG98234,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952173,Betacoronavirus cameli,224,orf5 protein
XCG98235,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952173,Betacoronavirus cameli,82,E protein
XCG98236,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952173,Betacoronavirus cameli,219,M protein
XCG98237,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952173,Betacoronavirus cameli,413,N protein
XCG98238,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952173,Betacoronavirus cameli,143,orf8b protein
XCG98239,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952174,Betacoronavirus cameli,7078,orf1ab polyprotein
XCG98240,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952174,Betacoronavirus cameli,4391,orf1a polyprotein
XCG98241,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952174,Betacoronavirus cameli,1351,S protein
XCG98242,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952174,Betacoronavirus cameli,103,orf3 protein
XCG98243,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952174,Betacoronavirus cameli,109,orf4a protein
XCG98244,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952174,Betacoronavirus cameli,246,orf4b protein
XCG98245,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952174,Betacoronavirus cameli,224,orf5 protein
XCG98246,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952174,Betacoronavirus cameli,82,E protein
XCG98247,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952174,Betacoronavirus cameli,219,M protein
XCG98248,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952174,Betacoronavirus cameli,413,N protein
XCG98249,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952174,Betacoronavirus cameli,143,orf8b protein
XCG98250,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952175,Betacoronavirus cameli,7078,orf1ab polyprotein
XCG98251,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952175,Betacoronavirus cameli,4391,orf1a polyprotein
XCG98252,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952175,Betacoronavirus cameli,1351,S protein
XCG98253,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952175,Betacoronavirus cameli,103,orf3 protein
XCG98254,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952175,Betacoronavirus cameli,109,orf4a protein
XCG98255,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952175,Betacoronavirus cameli,246,orf4b protein
XCG98256,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952175,Betacoronavirus cameli,224,orf5 protein
XCG98257,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952175,Betacoronavirus cameli,82,E protein
XCG98258,Middle East respiratory syndrome-related coronavirus,GenBank,,PP952175,Betacoronavirus cameli,219,M protein
